Gene,Gene_ID,GO_Descriptions,GO_Categories,In_WCM,WCM_essentiality,Rousset_experimental_essentiality,Lineage_1,Lineage_1_not_WCM,Lineage_1_modeled_in_WCM,Lineage_2,Lineage_2_not_WCM,Lineage_2_modeled_in_WCM,Lineage_3,Lineage_3_not_WCM,Lineage_3_modeled_in_WCM,Lineage_4,Lineage_4_not_WCM,Lineage_4_modeled_in_WCM,Lineage_5,Lineage_5_not_WCM,Lineage_5_modeled_in_WCM,Lineage_6,Lineage_6_not_WCM,Lineage_6_modeled_in_WCM,Lineage_7,Lineage_7_not_WCM,Lineage_7_modeled_in_WCM,Lineage_8,Lineage_8_not_WCM,Lineage_8_modeled_in_WCM,Lineage_9,Lineage_9_not_WCM,Lineage_9_modeled_in_WCM,Lineage_10,Lineage_10_not_WCM,Lineage_10_modeled_in_WCM,Lineage_11,Lineage_11_not_WCM,Lineage_11_modeled_in_WCM,Lineage_12,Lineage_12_not_WCM,Lineage_12_modeled_in_WCM,Lineage_13,Lineage_13_not_WCM,Lineage_13_modeled_in_WCM,Lineage_14,Lineage_14_not_WCM,Lineage_14_modeled_in_WCM,Lineage_15,Lineage_15_not_WCM,Lineage_15_modeled_in_WCM,Lineage_16,Lineage_16_not_WCM,Lineage_16_modeled_in_WCM,Lineage_17,Lineage_17_not_WCM,Lineage_17_modeled_in_WCM,Lineage_18,Lineage_18_not_WCM,Lineage_18_modeled_in_WCM,Lineage_19,Lineage_19_not_WCM,Lineage_19_modeled_in_WCM,Lineage_20,Lineage_20_not_WCM,Lineage_20_modeled_in_WCM,Lineage_22,Lineage_22_not_WCM,Lineage_22_modeled_in_WCM,Lineage_23,Lineage_23_not_WCM,Lineage_23_modeled_in_WCM,Lineage_24,Lineage_24_not_WCM,Lineage_24_modeled_in_WCM,Lineage_25,Lineage_25_not_WCM,Lineage_25_modeled_in_WCM,Lineage_26,Lineage_26_not_WCM,Lineage_26_modeled_in_WCM,Lineage_27,Lineage_27_not_WCM,Lineage_27_modeled_in_WCM,Lineage_28,Lineage_28_not_WCM,Lineage_28_modeled_in_WCM,Lineage_29,Lineage_29_not_WCM,Lineage_29_modeled_in_WCM,Lineage_30,Lineage_30_not_WCM,Lineage_30_modeled_in_WCM,Lineage_31,Lineage_31_not_WCM,Lineage_31_modeled_in_WCM,Lineage_32,Lineage_32_not_WCM,Lineage_32_modeled_in_WCM,Lineage_33,Lineage_33_not_WCM,Lineage_33_modeled_in_WCM,Lineage_34,Lineage_34_not_WCM,Lineage_34_modeled_in_WCM,Lineage_35,Lineage_35_not_WCM,Lineage_35_modeled_in_WCM,Lineage_36,Lineage_36_not_WCM,Lineage_36_modeled_in_WCM,Lineage_37,Lineage_37_not_WCM,Lineage_37_modeled_in_WCM,Lineage_38,Lineage_38_not_WCM,Lineage_38_modeled_in_WCM,Lineage_39,Lineage_39_not_WCM,Lineage_39_modeled_in_WCM,Lineage_40,Lineage_40_not_WCM,Lineage_40_modeled_in_WCM,Lineage_41,Lineage_41_not_WCM,Lineage_41_modeled_in_WCM,Lineage_42,Lineage_42_not_WCM,Lineage_42_modeled_in_WCM,Lineage_44,Lineage_44_not_WCM,Lineage_44_modeled_in_WCM,Lineage_45,Lineage_45_not_WCM,Lineage_45_modeled_in_WCM,Lineage_46,Lineage_46_not_WCM,Lineage_46_modeled_in_WCM,Lineage_47,Lineage_47_not_WCM,Lineage_47_modeled_in_WCM,Lineage_48,Lineage_48_not_WCM,Lineage_48_modeled_in_WCM,Lineage_51,Lineage_51_not_WCM,Lineage_51_modeled_in_WCM,Lineage_1_not_WCM_but_Rousset_essential,Lineage_2_not_WCM_but_Rousset_essential,Lineage_3_not_WCM_but_Rousset_essential,Lineage_4_not_WCM_but_Rousset_essential,Lineage_5_not_WCM_but_Rousset_essential,Lineage_6_not_WCM_but_Rousset_essential,Lineage_7_not_WCM_but_Rousset_essential,Lineage_8_not_WCM_but_Rousset_essential,Lineage_9_not_WCM_but_Rousset_essential,Lineage_10_not_WCM_but_Rousset_essential,Lineage_11_not_WCM_but_Rousset_essential,Lineage_12_not_WCM_but_Rousset_essential,Lineage_13_not_WCM_but_Rousset_essential,Lineage_14_not_WCM_but_Rousset_essential,Lineage_15_not_WCM_but_Rousset_essential,Lineage_16_not_WCM_but_Rousset_essential,Lineage_17_not_WCM_but_Rousset_essential,Lineage_18_not_WCM_but_Rousset_essential,Lineage_19_not_WCM_but_Rousset_essential,Lineage_20_not_WCM_but_Rousset_essential,Lineage_22_not_WCM_but_Rousset_essential,Lineage_23_not_WCM_but_Rousset_essential,Lineage_24_not_WCM_but_Rousset_essential,Lineage_25_not_WCM_but_Rousset_essential,Lineage_26_not_WCM_but_Rousset_essential,Lineage_27_not_WCM_but_Rousset_essential,Lineage_28_not_WCM_but_Rousset_essential,Lineage_29_not_WCM_but_Rousset_essential,Lineage_30_not_WCM_but_Rousset_essential,Lineage_31_not_WCM_but_Rousset_essential,Lineage_32_not_WCM_but_Rousset_essential,Lineage_33_not_WCM_but_Rousset_essential,Lineage_34_not_WCM_but_Rousset_essential,Lineage_35_not_WCM_but_Rousset_essential,Lineage_36_not_WCM_but_Rousset_essential,Lineage_37_not_WCM_but_Rousset_essential,Lineage_38_not_WCM_but_Rousset_essential,Lineage_39_not_WCM_but_Rousset_essential,Lineage_40_not_WCM_but_Rousset_essential,Lineage_41_not_WCM_but_Rousset_essential,Lineage_42_not_WCM_but_Rousset_essential,Lineage_44_not_WCM_but_Rousset_essential,Lineage_45_not_WCM_but_Rousset_essential,Lineage_46_not_WCM_but_Rousset_essential,Lineage_47_not_WCM_but_Rousset_essential,Lineage_48_not_WCM_but_Rousset_essential,Lineage_51_not_WCM_but_Rousset_essential
accC,EG10276,ATP binding; acetyl-CoA carboxylase activity; acetyl-CoA carboxylase complex; biotin carboxylase activity; catalytic activity; cytoplasm; cytosol; fatty acid biosynthetic process; ligase activity; malonyl-CoA biosynthetic process; metal ion binding; negative regulation of fatty acid biosynthetic process; protein binding; protein homodimerization activity,biological_process; cellular_component; molecular_function,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accD,EG10217,ATP binding; DNA binding; RNA binding; acetate CoA-transferase complex; acetyl-CoA carboxylase activity; acetyl-CoA carboxylase complex; carboxyl- or carbamoyltransferase activity; cytoplasm; cytosol; fatty acid biosynthetic process; long-chain fatty acid biosynthetic process; mRNA binding; malonyl-CoA biosynthetic process; negative regulation of translation; protein binding; regulation of translation; transferase activity; zinc ion binding,biological_process; cellular_component; molecular_function,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aceA,EG10022,carboxylic acid metabolic process; cation binding; cytosol; glyoxylate cycle; isocitrate lyase activity; lyase activity; metal ion binding; tricarboxylic acid cycle,biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aceB,EG10023,cytoplasm; glyoxylate cycle; malate synthase activity; transferase activity; tricarboxylic acid cycle,biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aceE,EG10024,cytosol; identical protein binding; magnesium ion binding; membrane; metal ion binding; molecular adaptor activity; oxidoreductase activity; protein binding; protein homodimerization activity; pyruvate catabolic process; pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase activity; pyruvate dehydrogenase complex; small molecule binding; thiamine pyrophosphate binding,biological_process; cellular_component; molecular_function,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aceF,EG10025,acetyltransferase activity; acyltransferase activity; cytoplasm; dihydrolipoyllysine-residue acetyltransferase activity; glycolytic process; lipoic acid binding; protein binding; pyruvate catabolic process; pyruvate decarboxylation to acetyl-CoA; pyruvate dehydrogenase activity; pyruvate dehydrogenase complex; pyruvate metabolic process,biological_process; cellular_component; molecular_function,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aceK,EG10026,"AMP binding; ATP binding; [isocitrate dehydrogenase (NADP+)] kinase activity; cytoplasm; glucose metabolic process; glyoxylate cycle; hydrolase activity, acting on ester bonds; magnesium ion binding; manganese ion binding; phosphatase activity; phosphoprotein phosphatase activity; protein binding; protein serine/threonine kinase activity; protein serine/threonine phosphatase activity; tricarboxylic acid cycle",biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ackA,EG10027,"ATP binding; acetate biosynthetic process; acetate kinase activity; acetate metabolic process; acetyl-CoA biosynthetic process; cytoplasm; cytosol; kinase activity; magnesium ion binding; membrane; metal ion binding; organic acid metabolic process; phosphotransferase activity, carboxyl group as acceptor; propionate biosynthetic process; single-species biofilm formation on inanimate substrate; zinc ion binding",biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acnA,EG11325,"4 iron, 4 sulfur cluster binding; RNA binding; aconitate hydratase activity; anaerobic respiration; cytoplasm; cytosol; glyoxylate cycle; iron ion binding; iron-responsive element binding; lyase activity; mRNA 3'-UTR binding; mRNA binding; metal ion binding; response to oxidative stress; tricarboxylic acid cycle",biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acnB,EG12316,"2-methylisocitrate dehydratase activity; 4 iron, 4 sulfur cluster binding; RNA binding; aconitate hydratase activity; cytosol; glyoxylate cycle; lyase activity; mRNA 3'-UTR binding; mRNA binding; metal ion binding; propionate catabolic process, 2-methylcitrate cycle; protein binding; regulation of translation; tricarboxylic acid cycle",biological_process; cellular_component; molecular_function,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acpH,EG11095,[acyl-carrier-protein] phosphodiesterase activity; fatty acid biosynthetic process; hydrolase activity,biological_process; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acpP,EG50003,acyl binding; acyl carrier activity; cytoplasm; cytosol; fatty acid biosynthetic process; lipid A biosynthetic process; lipid binding; lipid biosynthetic process; membrane; phosphopantetheine binding; protein binding; response to xenobiotic stimulus,biological_process; cellular_component; molecular_function,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
